"Freq","alreadyInGazet","ordemGazet","statusInGazet","alreadyInGazet..status","add","X","source","status","X.1","X.2","X.3","X.4","country","stateProvince","municipality","locality","X.5","loc","loc.correct","meanLatitude","meanLongitude"
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Paraguaçu Paulista","19km de paraguacu paulista em direcao a assis estrada para a fazenda sao francisco ( 6 ) | 19km de paraguacu paulista em direcao a assis estrada para a fazenda sao francisco cerrado ( 3 ) | 19km de paraguacu paulista em direcao a assis estrada para fazenda sao francisco cerrado ( 2 ) | 19km de paraguacu paulista em direcao a assis estrada para fazenda sao francisco  ( 1 )",,"brazil_sao paulo_19km paraguacu paulista em direcao a assis","",-22.5825907272727,-50.4962016363636
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","","25km nw de mogi-guacu estacao experimental de mogi-guacu (fazenda campininha) ( 7 ) | 25km nw de mogi guacu estacao experimental de mogi guacu (fazenda campininha) ( 2 ) | 25km nw de mogi guacu estacao experimental de mogi guacu faz campininha cerrado-cerradao ( 1 ) | 25km nw de mogi-guacu estacao exp de mogi-guacu faz campininha ( 1 ) | 25km nw de mogi-guacu estacao experimental de mogi-guacu fazenda campininha ( 1 )",,"brazil_sao paulo_25km nw mogi guacu_fazenda campininha","",,
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Altinópolis","fazenda agua limpa fazenda- grupo votorantin papel e celulose ( 8 ) | fazenda agua limpa fazenda-grupo votorantin papel e celulose ( 4 )",,"brazil_sao paulo_altinopolis_fazenda agua limpa, fazenda grupo votorantin papel e celulose","",-20.9895,-47.2739445
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Americana","nova odessa experiment station ( 11 ) | nova odessa experiment station growing in seepage line wet underfoot and running into enclosed pad dock ( 1 )",,"brazil_sao paulo_americana_nova odessa experiment station","",,
12,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","Amparo","jardim botanico arariba",,"brazil_sao paulo_amparo_jardim botanico arariba","",-22.700001,-46.759998
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Amparo","sitio sao joao",,"brazil_sao paulo_amparo_sitio sao joao","",-22.843889,-46.783889
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Apiaí","estrada pinhalzinho a 11 km de bom sucesso de itarare - apiai borda de floresta ombrofila mista ( 8 ) | estrada pinhalzinho a 11 km de bom sucesso de itarare - apiai ( 2 ) | estrada do pinhalzinho a 11 km de bom sucesso de itarare ( 1 ) | estrada pinhalzinho a 11 km de bom sucesso de itarare-apiai ( 1 )",,"brazil_sao paulo_apiai_estrada pinhalzinho a 11 km bom sucesso itarare","",-24.3898611666667,-48.9962498333333
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Apiaí","estrada de terra apiai-ribeirao branco a ca 4 km da cidade ( 5 ) | estrada de terra apiai-ribeirao branco a ca 17 km da cidade ( 4 ) | estrada de terra apiai-ribeirao branco a ca 10 km da cidade ( 1 ) | estrada de terra apiai-ribeirao branco ca 4 km da cidade ( 1 ) | estrada de terra apiai-ribeirao branco cerca de 10 km da cidade ( 1 )",,"brazil_sao paulo_apiai_estrada terra apiai ribeirao branco","",-24.4353243333333,-48.7302313333333
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Apiaí","parque estadual turistico do alto ribeira nucleo caboclos estrada de terra entre a guarita dos vigilantes e o nucleo caboclos ( 5 ) | parque est turistico do alto do ribeira nucleos caboclos estrada de terra entre a guarita dos vigilantes e o nucleo caboclos floresta ombrofila densa aluvial (sad69 zona22j) ( 1 ) | parque estadual turistico do alto da ribeira nucleo caboclos estrada de terra entre a guarita dos vigilantes e o nucleo caboclos ( 1 ) | parque estadual turistico do alto da ribeira nucleo caboclos estrada de terra entre a guarita dos vigilantes e o nucleo caboclos&nf;sad 69 zona 22j ( 1 ) | parque estadual turistico do alto ribeira estrada de terra entre a guarita dos vigilantes e o nucleo caboclos floresta ombrofila densa aluvial ( 1 ) | parque estadual turistico do alto ribeira nucleo cablocos estrada de terra entre a guarita dos vigilantes e o nucleo caboclos floresta ombrofila densa aluvial (sad 69 zona 22 j) ( 1 )",,"brazil_sao paulo_apiai_parque estadual turistico alto ribeira, estrada terra entre a guarita vigilantes e o nucleo caboclos","",-24.4070600833333,-48.622801346049
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Araraquara","estrada abilio augusto correa apos a ponte do rio jacare guacu ( 6 ) | estrada abilio augusto correa apos a ponte do rio jacare guacu borda de mata ( 3 ) | estrada abilio augusto correa apos a ponte do rio jacare guacu borda da mata ( 2 ) | sede da ascar estrada abilio augusto correa ( 1 )",,"brazil_sao paulo_araraquara_estrada abilio augusto correa","",-21.8679508333333,-48.2292878333333
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Areias","sitio bela vista ( 10 ) | sitio bela vista (mun areias) ( 2 )",,"brazil_sao paulo_areias_sitio bela vista","",-22.5802555,-44.6935375
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Atibaia","estrada para pedra grande ( 6 ) | estrada para pedra-grande ( 3 ) | estrada para pedra grande brejo ( 1 ) | estrada para pedra grande em campo ( 1 ) | municipio de atibaia estrada para pedra-grande ( 1 )",,"brazil_sao paulo_atibaia_estrada para pedra grande","",,
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","","avenida conego antonio roccato campinas - sao paulo 13082 brasil - jardim chapadao campinas - sp 13082 brasil",,"brazil_sao paulo_avenida conego antonio roccato campinas","",,
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Salesópolis","bairros dos freires km 6 usina parque de salesopolis encosta ao longo da trilha da cachoeira dos freires ( 5 ) | bairros dos freires km 6 usina parque de salesopolis trilha ao longo da cachoeira dos freires ( 2 ) | bairros dos freires 6 km usina parque de salesopolis trilha a direita do reservatorio ( 1 ) | bairros dos freires 6 km usina parque de salesopolis trilha ao longo da cachoeira dos freires ( 1 ) | bairros dos freires estrada contorno da barragem usina parque de salesopolis trilha da margem esquerda cachoeira dos freires ( 1 ) | bairros dos freires km 6 usina parque de salesopolis trilha a direita do reservatorio ( 1 )",,"brazil_sao paulo_bairros freires","",,
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Barra do Turvo","parque estadual do rio turvo ( 2 ) | parque estadual do rio turvo atras do posto paraiso br 116 km 532 mata atlantica ( 2 ) | parque estadual do rio do turvo proximo a cia mandezate rio pimenta ( 1 ) | parque estadual do rio turvo atraz do posto paraiso br 116 km 532 ( 1 ) | parque estadual do rio turvo br 116 km 532 mata atlantica ( 1 ) | parque estadual do rio turvo br 116 proximo ao posto 270 mata atlantica ( 1 )",,"brazil_sao paulo_barra turvo_parque estadual rio turvo","",-24.9460013,-48.310543
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","","barreiro co serra da bocaina ( 8 ) | barreiro co serra da boncaina ( 2 ) | barreiro co serra da bocaina cerca velha ( 1 ) | barreiro co serra da bocaina lageado ( 1 )",,"brazil_sao paulo_barreiro co_barreiro co","",,
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Bauru","estrada para agudos",,"brazil_sao paulo_bauru_estrada para agudos","",-22.3738884166667,-49.029676
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Bertioga","itaguare trilha beirando o rio itaguare em direcao a serra do mar ( 3 ) | itaguare trilha que sai da rod rio-santos em direcao a serra ca 200m da ponte do rio itaguare ( 3 ) | itaguare trilha que sai da rod rio-santos em direcao a serra ca 20 m da ponte do rio itaguare ( 2 ) | itaguare trilha que sai da rio/santos em direcao a serra ca 200 m da ponte do rio itaguare ( 1 ) | itaguare trilha que sai da rod rio-santos em diracao a serraa mais ou menos 200m da ponte do rio itaguare ( 1 ) | itaguare trilha que sai da rod rio-santos em direcao a serra mais ou menos 200m da ponte do rio itaguare ( 1 )",,"brazil_sao paulo_bertioga_itaguare","",,
12,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","Biritiba Mirim","entorno da barragem de biritiba area de emprestimo do carcara ( 4 ) | entorno da barragem de biritiba mata secundaria ( 3 ) | entorno da barragem de biritiba mata do ourico mata secundaria ( 2 ) | entorno da barragem de biritiba mata do ourico ( 1 ) | entorno da barragem de biritiba prox a ponte sobre o rio tiete mata secundaria ( 1 ) | entorno da barragem de biritiba prox ao acampamento terra do saber mata secundaria ( 1 )",,"brazil_sao paulo_biritiba mirim_entorno barragem biritiba","",-23.5991665,-46.060278
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Bofete","sitio tres pedras ( 9 ) | sitio tres pedras na pedra ao norte ( 1 ) | sitio tres pedras subida da pedra da esquerda ( 1 ) | sitio tres pedras tres pedras subida da pedra da esquerda ( 1 )",,"brazil_sao paulo_bofete_sitio tres pedras","",-23.0131156666667,-48.3169348333333
12,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","Boracéia","peserra do mar",,"brazil_sao paulo_boraceia_parque estadual serra mar","",-22.190001,-48.77
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Luís Antônio","est exp de luiz antonio cerradao material de floristica borda do fragmento florestal 800 alqueires",,"brazil_sao paulo_borda fragmento florestal 800 alqueires","",,
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Botucatu","distrito de rubiao junior 5 km sw da faculdade de ciencias medicas e biologicas de botucatu ( 11 ) | distrito de rubiao junior; 5 km sw da faculdade de ciencias medicas e biologicas de botucatu ( 1 )",,"brazil_sao paulo_botucatu_5 km sw faculdade ciencias medicas e biologicas botucatu","",-22.815,-48.4283335
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Botucatu","a margem da rodovia sem pavimentacao que liga vitoriana ao rio bonito estrada do roberto ( 5 ) | a margem da rodovia sem pavimentacao que liga vitoriana ao rio bonito - estrada do roberto ( 4 ) | a margem da rodovia sem pavimentacao  que liga vitoriana ao rio bonito - estrada do roberto ( 1 ) | a margem da rodovia sem pavimentacao que liga victoriana ao rio bonito - estrada do roberto ( 1 ) | a margem da rodovia sem pavimentacao que liga vitoriana - rio bonito estrada do roberto ( 1 )",,"brazil_sao paulo_botucatu_a margem rodovia sem pavimentacao, estrada roberto","",-22.879999,-48.439999
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Botucatu","cerrado localizado na rodovia castelinho no km 03 23°02'55 5' s 048°31'26 1' w",,"brazil_sao paulo_botucatu_cerrado localizado na rodovia castelinho no km 03 23°02'55 5' s 048°31'26 1' w","",-23.048611,-48.523889
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Botucatu","estrada de itatinga ( 9 ) | chacara da dona marina a 5 km de botucatu estrada de itatinga ( 1 ) | estrada de itatinga 5 km de botucatu ( 1 ) | estrada de itatinga a 5 km ao sul de botucatu ( 1 )",,"brazil_sao paulo_botucatu_estrada itatinga","",-22.879999,-48.439999
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Botucatu","estrada para pardinho ( 10 ) | botucatu: estrada para pardinho mata cilliar ao lado de uma plantacao de eucallipto ( 1 ) | estrada para pardinho mata ciliar alterada ao lado de uma plantacao de eucalipto ( 1 )",,"brazil_sao paulo_botucatu_estrada para pardinho","",-22.974579375,-48.496145125
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Botucatu","estrada rio bonito ( 7 ) | estrada do rio bonito ( 3 ) | a 25 km de botucatu estrada do rio bonito ( 1 ) | estrada do rio bonito km 3 ( 1 )",,"brazil_sao paulo_botucatu_estrada rio bonito","",-22.756037,-48.391759
12,FALSE,,,,,,"splink",,,,,,"Brazil","São Paulo","Botucatu","fazenda indiana estrada municipal geraldo biral",,"brazil_sao paulo_botucatu_fazenda indiana, estrada municipal geraldo biral","",-22.895,-48.4
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Botucatu","fazenda palmeira da serra",,"brazil_sao paulo_botucatu_fazenda palmeira serra","",,
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Botucatu","faz sao luis ( 6 ) | fazenda sao luis ( 5 ) | fazenda sao luis margem do rio capivara ( 1 )",,"brazil_sao paulo_botucatu_fazenda sao luis","",-22.88,-48.44
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Botucatu","jardim medicinal da centroflora ( 9 ) | jardim medicinal centroflora ( 3 )",,"brazil_sao paulo_botucatu_jardim medicinal centroflora","",-22.958056,-48.5245373333333
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Botucatu","distrito de rubiao junior mata secundaria com arvores de ate 15m de altura sub-bosque pouco denso localizada no jardim botanico da faculdade de ciencias medicas e biologicas de botucatu a aproximadamente 870 msm ( 3 ) | distrito de rubiao junior localizada no jardim botanico da faculdade de ciencias medicas e biologicas de botucatu ( 2 ) | rubiao junior mata secundaria com arvores de ate 15m de altura sub-bosque pouco denso localizada no jardim botanico da faculdade de ciencias medicas e biologicas de botucatu ( 2 ) | distrito de rubiao jr mata secundaria com arvores de ate 15m de altura sub-bosque pouco denso localizada no jardim botanico da faculdade de ciencias medicas e biologicas de botucatu ( 1 ) | distrito de rubiao junior localizada no jardim botanico de faculdade de ciencias medicas e biologicas de botucatu ( 1 ) | distrito de rubiao junior mata secundaria com arvore de ate 15 m de altura sub-bosque pouco denso localizada no jardim botanico da faculdade de ciencias medicas e biologicas de botucatu ( 1 )",,"brazil_sao paulo_botucatu_localizada no jardim botanico faculdade ciencias medicas e biologicas botucatu","",-22.882565,-48.440152
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Botucatu","santa maria do araqua cerrado 13 de maio ( 11 ) | santa maria do araqua perto da estacao ferroviaria '13 de maio' ( 1 )",,"brazil_sao paulo_botucatu_santa maria araqua","",-22.75,-48.416667
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","","brasil sao paulo mogi-guacu martinho prado reserva biologica da fazenda campininha ( 5 ) | brasil sao paulo mogi guacu martinho prado reserva biologica da fazenda campininha ( 2 ) | brasil sao paulo mogi guacu martino prado reserva biologica da fazenda campininha ( 2 ) | brasil sao paulo mogi guacu martinho prado reserva biologica de fazenda campininha subarbusto 03 - 05 m alt petalas creme det w mantovani i 1981 ( 1 ) | brasil sao paulo mogi guacu martinho prado reserva biologica de fazenda campininha subarbusto 05 - 10 m alt petalas creme det w mantovani i 1981 ( 1 ) | brasil sao paulo mogi guacu reserva biologica de fazenda campininha subarbusto folhas coriaceas flor branca frutos verdes det w mantovani 02ix1981 ( 1 )",,"brazil_sao paulo_brasil_reserva biologica fazenda campininha","",,
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Brotas","cerrado",,"brazil_sao paulo_brotas_cerrado","",-22.28,-48.12
12,FALSE,,,,,,"gbif_reflora_splink",,,,,,"Brazil","São Paulo","Brotas","estacao ecologica de itirapina-if ( 5 ) | estacao ecologica de itirapina- if ( 3 ) | estacao ecologica itirapina-if ( 2 ) | estacao ecologica de itirapina -if ( 1 ) | estacao ecologica de itirapina-if campo cerrado ( 1 )",,"brazil_sao paulo_brotas_estacao ecologica itirapina if","",-22.22409725,-47.94840275
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Brotas","mata ciliar do rio jacare - pepira - mir ( 6 ) | mata ciliar do rio jacare - pepira mirim ( 3 ) | mata ciliar do rio jacare - pepira - mirim ( 2 ) | mata ciliar do rio jacare - pepira ( 1 )",,"brazil_sao paulo_brotas_mata ciliar rio jacare","",-22.2827783333333,-48.1244443333333
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Campinas","estacao joaquim egidio ( 10 ) | estacao de joaquim egidio ( 2 )",,"brazil_sao paulo_campinas_estacao joaquim egidio","",-22.9056,-47.0608
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Campinas","estrada rodagem campinas - piracicaba ( 7 ) | estrada de rodagem campinas - mogi-mirim km 30 ( 1 ) | estrada de rodagem campinas paulinia ( 1 ) | estrada de rodagem campinas piracicaba ( 1 ) | estrada rodagem campinas - mogi mirim km30 ( 1 ) | estrada rodagem campinas moji-mirim ( 1 )",,"brazil_sao paulo_campinas_estrada rodagem campinas","",-22.9020651,-47.0624371
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Campinas","mata capoeira grande campinas/itatiba ( 6 ) | mata capoeira grande ( 5 ) | mata da capoeira grande campinas/itatiba ( 1 )",,"brazil_sao paulo_campinas_mata capoeira grande","",-22.86720935,-46.897455575
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Campinas","mata da faz sta genebra ( 7 ) | mata da fazenda sta genebra ( 2 ) | barao geraldo mata da faz sta genebra ( 1 ) | mata da faz sta genebra beira da mata ( 1 ) | mata de fazenda sta genebra ( 1 )",,"brazil_sao paulo_campinas_mata fazenda sta","",-22.835869,-47.070633
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Campinas","mata malabar ii campinas/itatiba ( 8 ) | mata malabar ii ( 4 )",,"brazil_sao paulo_campinas_mata malabar ii","",-22.9,-46.8545454545455
12,FALSE,,,,,,"gbif_reflora",,,,,,"Brazil","São Paulo","Campinas","mata proxima ao observatorio capricornio ( 10 ) | distrito de cabrasmata proxima ao observatorio capricornio ( 1 ) | mata proxima ao observatorio capricornio folha sf-23-y-a coordenada calculada ( 1 )",,"brazil_sao paulo_campinas_mata proxima ao observatorio capricornio","",-22.907222,-47.06
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Campinas","mata santana do atalaia ( 5 ) | mata santana do atalaia campinas/itatiba ( 5 ) | mata santana atalaia campinas/itatiba ( 2 )",,"brazil_sao paulo_campinas_mata santana atalaia","",-22.804575,-46.8992977
12,FALSE,,,,,,"gbif",,,,,,"Brazil","São Paulo","Campinas","reserva da fazenda santa genebra ( 11 ) | reserva da faz santa genebra (areas sombreadas da borda da mata) ( 1 )",,"brazil_sao paulo_campinas_reserva fazenda santa genebra","",-22.816667,-47.1
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Campinas","reserva mun de santa genebra ( 10 ) | reserva mun santa genebra ( 1 ) | reserva municipio de santa genebra folha cartografica: sf-23-y-a coordenada calculada ( 1 )",,"brazil_sao paulo_campinas_reserva municipio santa genebra","",-22.902778,-47.0300005
12,FALSE,,,,,,"gbif_splink",,,,,,"Brazil","São Paulo","Campinas","reserva de souzas fazenda santana ( 9 ) | campinas reserva de souzas fazenda santana ( 2 ) | reserva de souzas faz santana ( 1 )",,"brazil_sao paulo_campinas_reserva souzas, fazenda santana","",-22.90192625,-47.0602175
